date,gold_price,usd_index,inflation,oil_price,interest_rate,risk_category
2020-02-20,1577.1895808332629,87.12499631762286,4.876415682245726,85.21298670499773,3.114403571382929,High
2020-02-21,1547.432058984918,91.70888373744924,3.7034927597106564,,2.0078765867964443,Low
2020-02-22,1567.5507309449688,97.19981457630111,2.1720070307606356,73.8243704392356,0.6564409929260453,High
2020-02-23,1564.3029328438129,85.92667782269167,7.9978306437631375,85.81183015933517,0.5957964536274966,Low
2020-02-24,1563.988870025419,99.5533000890937,7.601604759613269,117.89207218247316,4.235868147327063,Medium
2020-02-25,1547.1401749383494,92.94865899955478,,46.39093263020746,3.481141122328113,High
2020-02-26,1583.8379107904298,104.2700903157691,,76.8331182856724,4.004388810709434,High
2020-02-27,1552.6097782514034,96.36769950383878,5.108569191154084,71.70167685937047,3.8477103113160647,Low
2020-02-28,1553.1113929621188,100.42724624776977,7.781777502857152,105.93929995609423,0.9551395738407301,High
2020-02-29,1547.5948472094894,102.22362464594066,7.0419105895793495,112.02376952227473,1.0457175967495695,Medium
2020-03-01,1549.3859925156285,102.77692602651055,7.212075892771238,112.5610534825092,1.5755395520873616,High
2020-03-02,1558.3495424910675,95.36923499359614,3.6668533109962653,70.0111450433275,2.3452780815646213,Medium
2020-03-03,1572.6805770553697,92.93485116862162,4.464207913816788,64.37241175163857,5.1806751809225675,Medium
2020-03-04,1579.8730154756443,96.2102997937688,6.44761584886281,75.93098003640677,3.787934897260458,High
2020-03-05,1567.277810314314,93.04140803234856,4.097436122454276,67.51890447774424,1.5896526558626818,High
2020-03-06,1593.5081428326148,89.81429938566482,4.957822572928366,97.50807844545548,0.5439165345935346,Medium
2020-03-07,1567.9923207080028,91.47839654333335,6.025590773935864,57.0856838903666,3.842175636733459,Medium
2020-03-08,1530.162520686886,89.65539712477198,4.564308811089967,92.6947267259105,3.5329219717842735,Medium
2020-03-09,1543.3972197788491,90.38875261189723,7.051277250140229,114.15900264836007,3.797757946401219,High
2020-03-10,1580.8780616469408,86.87215474471441,2.3139518721916046,62.393085575688794,1.621193183807544,Low
2020-03-11,1560.7398935646136,93.52925441447809,6.526395568474121,94.15124932710594,2.9640568904331572,High
2020-03-12,1559.7197871216342,89.70567813206448,2.5164704242789457,51.48488972459027,2.1489397073053174,Low
2020-03-13,1548.6309541314215,93.96733104788952,8.064877584499682,49.71071536778073,4.5429194294651625,Low
2020-03-14,1560.218879174517,100.84396468352587,3.698263764864711,49.25155824518928,0.6143324761230065,High
2020-03-15,1560.7975552112953,93.96624706486355,7.068026527276298,51.08225358762791,1.6960693945685885,Low
2020-03-16,1578.5775522593055,104.0922374141943,5.149918846760732,57.29318962475536,3.4155071568944377,Medium
2020-03-17,1564.1107759164663,87.95673789056042,2.137609466115119,85.02643964814354,1.3274248296386129,High
2020-03-18,1594.7493552526767,102.00529981675749,5.578107980737697,101.358851889243,3.7817455388575905,Low
2020-03-19,1556.3142820018459,89.96516228145975,7.885244158177989,50.14856189687326,0.9680556418008033,Medium
2020-03-20,1573.6739361773605,103.67866901709948,2.6006408310653275,109.60119524725798,0.3697645323421914,Low
2020-03-21,1536.6200220265366,89.54295852897309,3.749148645525822,107.41730275441807,4.783346297436881,Low
2020-03-22,1583.04342765176,99.93923571929611,4.574110696704182,98.19104212023132,2.0005831073882216,Medium
2020-03-23,1541.5544901212072,86.24235801719941,3.425371443384576,74.07726395691785,1.0734571610704198,Medium
2020-03-24,1581.4554758038696,97.59626874320355,8.106456323154527,40.124578786042065,1.1567223851654491,High
2020-03-25,1533.3053329485356,89.37348435831882,4.142501853659259,98.78119530402374,4.900950818681466,Low
2020-03-26,1549.4888945052758,98.40345083296472,6.106434409399751,110.31889157411516,3.685764882270764,High
2020-03-27,1586.937134563882,97.71658675249694,3.0674173505904614,66.82291009374896,5.270817899597973,High
2020-03-28,1601.4648323145414,103.47391759320324,3.037941562371538,97.4390048976895,4.450211697734008,Low
2020-03-29,1515.8295593488783,97.53352861240896,2.7309453492275737,44.963809148902534,4.279599096397889,Low
2020-03-30,1548.3154145543765,93.16497623299816,4.543685844687063,96.75958971773142,2.874058462769182,High
2020-03-31,1606.6380402548025,88.87135609698406,5.230007416030378,45.46468166791144,4.559225718207264,Medium
2020-04-01,1572.8019883411414,98.14902017088279,,86.97490687109456,2.4164258268197214,High
2020-04-02,1549.212463400252,87.32733207845665,7.330463993291802,87.8042628716235,4.591752609419861,Low
2020-04-03,1599.2688403016632,101.57033653843536,5.089277247717692,64.17252435390556,4.228141781357395,Medium
2020-04-04,1581.2892893448563,89.94669093877728,2.600469463915024,46.32981816613852,3.811802784379268,High
2020-04-05,1571.6136446119694,95.4831779649746,,115.94678197699497,1.9810099763081475,Low
2020-04-06,1530.8825471205341,96.91894608658791,1.9423950799052963,82.84619232132906,3.561236095869941,Medium
2020-04-07,1610.937825660983,92.24979980794974,3.303504408009703,86.380650009909,2.910635030069166,Medium
2020-04-08,1574.0385123614642,98.27747555144492,4.995045035796852,89.20167112243789,2.673100051361026,Medium
2020-04-09,1562.3510618937198,90.0043391778426,7.521676752020989,111.2838341540924,5.448793250263247,Low
2020-04-10,1597.513227657685,85.69249147553191,7.820757988236325,44.820451563740605,2.898088606609968,High
2020-04-11,1549.659787435559,104.18535472269872,7.326295439855827,111.46302142820262,0.41792757836925193,Low
2020-04-12,1545.8187528142532,91.400916626863,3.799944276845066,,3.538956312679944,Low
2020-04-13,1547.9033127351902,99.26924469320933,3.6459042619426953,46.2360199677078,4.072056936395099,Medium
2020-04-14,1559.429039974078,95.15067213840761,8.412208416084983,92.58126817050652,4.8972153139129055,High
2020-04-15,1567.204186053547,98.37997354226009,6.268964409912212,118.15805154053469,3.5715948152948416,Medium
2020-04-16,1579.0953793498516,87.21873045031356,3.6346635888027925,,0.3521498652921714,Low
2020-04-17,1540.8780301451575,95.37695750232199,3.803561066273624,74.08974544298928,0.8786577630087582,Medium
2020-04-18,1571.5536932299367,92.84439107024441,4.542511075174879,82.38276202750285,1.096510258079572,Low
2020-04-19,1553.0090024414985,94.03699133667415,5.852646884773862,60.16951712827921,1.3591221033909293,Low
2020-04-20,1562.4552442788392,104.32416665888474,7.785854119801752,118.62977193223745,4.448828710063767,Low
2020-04-21,1588.3380215791312,87.72577809673784,2.888149837874865,91.27705716830619,1.8762402625481505,Medium
2020-04-22,1573.5356299112725,100.09400352822797,2.090823783791238,107.54805382773691,1.8899021945470182,High
2020-04-23,1574.7082849104852,91.60685588346563,4.340264867679628,,4.216834065133073,Medium
2020-04-24,1550.3562334591818,90.80715975247524,3.218188378274036,68.31647097158542,2.415292016237119,Low
2020-04-25,1600.6652019160279,90.41554791798531,5.532228714073724,84.25263159048738,0.5893575427574658,Medium
2020-04-26,1575.0600729793316,91.97563106445782,6.394503860031951,74.82227541013117,3.321913840243334,Low
2020-04-27,1552.5705752111085,92.14234119187212,3.6751516760220095,97.19584441094355,0.9328553541494128,High
2020-04-28,1583.322985827197,90.41494010363942,6.29815902203392,61.26544721694358,3.2512374698381903,High
2020-04-29,1571.3008169028824,98.34986295546952,3.9020307840046464,75.96728248739197,4.343100065014977,Low
2020-04-30,1534.069218766144,85.95443967400499,5.944776977663834,111.61061978352478,5.129820595968185,High
2020-05-01,1562.7245559379417,91.64587611611768,5.931425647231799,100.48863202746635,0.6020261864835029,Low
2020-05-02,1538.7428099637746,90.60411213672138,3.4471179239515064,53.445613201431556,1.8458245647530758,Medium
2020-05-03,1516.6754938695503,100.02836041099741,5.9500592619714245,110.9491863513278,3.6754359107918253,Medium
2020-05-04,1548.1806698798393,87.92997088039105,4.166685670065591,87.12132723561504,1.9061282649351432,High
2020-05-05,1578.8622219129197,103.81374284194466,3.855184610524657,94.34297466179865,2.6178844587634527,High
2020-05-06,1585.0046265968676,88.4103722409031,3.5250142294654485,63.540525267941284,0.35547702835755424,Low
2020-05-07,1544.6284344625585,92.40054728127103,3.919516820940023,75.3235410908526,3.8908645323496605,High
2020-05-08,1548.450018792854,88.99400386878246,7.007214244428035,104.54499831250007,4.887220690438067,High
2020-05-09,1581.3865694298925,90.7339588694418,3.2162516992076204,66.45409750105458,5.378513151018013,High
2020-05-10,1566.1731579268078,100.2204940133625,6.273911836024168,,4.610300082017756,Low
2020-05-11,2342.755527909148,94.52809437476719,7.804344094866301,70.26439303867845,0.4168253777253606,Medium
2020-05-12,1554.1160377528563,88.251514346205,3.9530025872419348,45.537493392751045,3.67223333292825,Low
2020-05-13,1565.0930912189883,85.93269757289147,1.7065844514643027,97.42851667879458,2.8522110431478165,Low
2020-05-14,1549.263665697825,89.5983244034055,1.6722422038749307,51.81967270193582,5.173951339373056,High
2020-05-15,1579.7070928915255,103.91205557052042,2.4765202184521304,62.81007256486758,4.986229039643423,Medium
2020-05-16,1545.9752590896987,101.90633496376067,2.270313901690659,110.48648044431137,5.437242415506588,Low
2020-05-17,1544.9011724951338,93.80347431848017,6.736596749100032,83.23981263654169,4.775154677373834,High
2020-05-18,1505.7359303416836,94.63990443891966,,65.70707524771805,3.1211837027500406,Low
2020-05-19,1567.2402352767378,102.9873227875799,6.06756841520479,83.81335120119087,4.003227705903055,High
2020-05-20,1526.050417011425,96.8269076475147,,57.46221277055115,5.314555490924335,Medium
2020-05-21,1497.1267925371255,102.61534130297527,,42.013850376448815,3.2851128207746108,Medium
2020-05-22,1540.1681354516866,94.83678208704681,3.1390236427409635,88.29859831710424,4.659890731814382,High
2020-05-23,1536.1950098663372,89.00195238237652,3.43816357246654,97.13007462277834,5.196601849640814,Low
2020-05-24,1551.1688731425627,99.5185395988447,2.835024383936596,110.38254123567836,3.245322879056168,Low
2020-05-25,777.1817258371865,95.52786639158025,5.825412147716238,101.7506688851779,1.0855597919209288,Medium
2020-05-26,1524.0324002351801,98.36879159936937,6.138710087596667,114.1342160396412,1.0667078139861257,Low
2020-05-27,1594.190273817731,88.1446183339899,2.5392584333828223,118.87627804342962,0.8554151643817891,High
2020-05-28,1534.9687685200456,97.9520360383789,,99.59483581966386,2.7506966964434363,High
2020-05-29,1504.4340876524932,92.6451429481024,3.2503183338104025,109.43386406642672,2.77074328593196,High
2020-05-30,1569.0566056617497,91.63995505622393,3.4804575174969576,93.89852025825478,3.4911987389488197,Medium
2020-05-31,1551.1706553494444,98.42951082145204,,53.67502329666153,2.7850822741339196,Medium
2020-06-01,1543.982519000178,96.84478226521912,7.8081614068983445,54.5361941057828,5.358538831291131,Medium
2020-06-02,1526.3029408628024,97.9821485787341,7.273294194278963,48.82075650522105,1.7793818081445032,High
2020-06-03,1535.1306648264124,104.30666128462983,2.534339742456504,115.43797759948188,4.837537284109434,Medium
2020-06-04,1490.0497205570653,99.02392939138835,8.494873445675637,93.82013582715041,0.7767347449902721,High
2020-06-05,1527.209683979826,97.8179792454578,6.205087903476578,103.19278003724196,3.4100678096928356,Low
2020-06-06,1580.978635653451,97.27106083682808,5.074680350784928,66.49258694594914,3.653707391137551,Medium
2020-06-07,1511.971469881576,92.97428498707478,8.18388985427405,76.83373680614062,4.304208164526368,Low
2020-06-08,1533.8131698627633,101.78383382284363,7.221662767986154,43.18236254693542,2.8908666179623035,Low
2020-06-09,1495.8032492522989,92.61877205011422,6.342201277401157,111.1205920348078,1.2854380068828384,Medium
2020-06-10,1518.3151454189428,99.00487268651123,7.368780739374933,,2.1872374659580602,Medium
2020-06-11,1502.6584537721894,90.86287289429335,4.198266082945484,102.78490678914353,1.6788479616020535,Low
2020-06-12,1535.7473353711237,87.95512883532574,6.291069118081494,44.66416541449532,2.4503039570848117,Low
2020-06-13,1530.7621973930939,87.59526614595993,2.834060131108376,53.9399788461947,3.0323336154916762,Low
2020-06-14,1499.6370209290487,97.69117713381597,,66.7336526203569,3.531619029730559,High
2020-06-15,1526.7201434683068,91.5590986095918,5.622871900653824,61.045014027333735,4.686890210813003,Low
2020-06-16,1526.6948391043145,90.50098577184787,7.199660732047152,107.0767870824855,5.027554185566867,High
2020-06-17,1526.9909098560881,96.84118658712934,4.351379163717238,,2.678551745732181,Medium
2020-06-18,1539.8520765002381,85.51339508931004,6.810121734926265,82.56995722711795,0.7155250461203332,Low
2020-06-19,1553.3639479776728,89.9245130396935,4.211694296285524,85.71048782554499,4.434592245409033,Medium
2020-06-20,1509.0847478701398,91.81094570634176,5.63003560872408,74.00094777300298,2.7550780569870477,Low
2020-06-21,1514.5425414355202,99.16747181214396,,,3.1188446571991206,Medium
2020-06-22,1516.5222245915727,95.90002494327501,2.31531739307367,116.82354327049052,3.3779192348579268,Low
2020-06-23,1493.2734176375427,102.11977234252899,3.997500959587538,73.0719393815218,3.7563057333954486,High
2020-06-24,1498.498365046488,91.69012725997014,5.3145586428326785,98.18479964293319,4.923029515170666,Medium
2020-06-25,1529.2688240989164,90.92881984550831,3.8379839426171847,54.72371901249831,5.248767524853503,Medium
2020-06-26,1555.8642851228437,85.6639481713002,3.6641706432896113,105.82489348289826,5.185888925056005,Low
2020-06-27,1495.9454068876407,104.03434601276706,3.4716486270789852,57.27134585869334,4.499684174485931,High
2020-06-28,1561.9875231396638,95.02984292790137,3.0945427526655305,94.0245298858421,4.918521831314965,High
2020-06-29,1504.194157768425,95.0504782938763,,80.51968011780176,0.5106875369788793,High
2020-06-30,1539.1700321568708,103.46872290691196,7.965823905804147,,4.707841498886952,Low
2020-07-01,1522.9435502167807,90.79836471857159,6.401186137094297,41.995935692486185,0.6293924934836288,Medium
2020-07-02,1517.6894698550766,91.64212260091492,1.7099965893555371,114.45986123054446,4.16751801482811,Low
2020-07-03,1504.7056893460756,98.12695388790286,7.003632365903013,50.05524108516319,1.1391590133667402,High
2020-07-04,1513.0290361885084,100.70351909798788,5.223578887807557,96.39611429495318,2.140579840512707,High
2020-07-05,1497.9748244879345,98.98621450864982,6.806770615185243,92.21479671575872,1.216964315559871,Medium
2020-07-06,1530.6028167869229,100.77436565044556,4.5613686156398074,67.33760339588213,2.5781735923457068,Low
2020-07-07,1533.558151289056,96.50216078581194,1.788973404219639,54.830631964378284,2.4116740800372556,Low
2020-07-08,1497.7181856536174,102.25646965423206,6.272214901137586,54.26625995643319,0.5023299308569052,High
2020-07-09,1477.462174578516,96.00213460138328,4.608899447701086,86.82622824401912,4.610114211789437,Medium
2020-07-10,1503.274301694185,89.58681254502419,7.618304468816726,83.75370356992363,4.734479102920732,Medium
2020-07-11,1549.1768271739822,95.83402212997237,6.666965557749991,110.07480162801856,4.384413031026227,High
2020-07-12,1513.6402036951952,99.2588937031391,4.016932234444665,91.2002462729549,4.699934666964162,Low
2020-07-13,2297.5212979708817,98.07150678829822,6.56857371848673,105.54199808644198,4.192114935384286,Low
2020-07-14,1489.6838061588949,89.86033525941471,4.966460196146715,42.593044996208704,5.171793338209005,Medium
2020-07-15,1498.1618419341578,85.82156456008236,2.896107665816816,,3.276059313548977,Medium
2020-07-16,1501.335551181686,90.049615207812,,58.69669107436968,3.3088733695774777,High
2020-07-17,1483.8105229938953,104.68084142507439,3.057936761560521,60.22711679725681,4.764527019232255,Medium
2020-07-18,1510.2706368546992,88.68932480780899,1.5348356395686398,97.64612232714728,2.0844316202726327,Low
2020-07-19,1490.2849291778812,94.28743516981787,3.2275704151240214,103.47463670599527,0.5129323595634978,Low
2020-07-20,1525.3711144267695,97.7669159871512,2.9666492813577525,69.73883801108421,4.186740825840355,Medium
2020-07-21,1507.9346629966121,102.58946370099085,1.5303583608083104,103.20614534946449,1.5865931919044038,High
2020-07-22,1535.5458592583366,100.20517275060415,6.987477576701525,75.49957402818845,2.7397380131572913,Low
2020-07-23,1472.177756147952,103.17906211121206,2.0388945671959653,108.61162786963047,1.5123091372911208,Low
2020-07-24,1494.9213036977087,97.0876738715697,4.643413517572174,41.99230177428741,4.592226973148042,High
2020-07-25,1497.2320499947339,102.3063761625562,4.4251822298794545,46.67960566518805,5.2810380666672545,Medium
2020-07-26,1514.5023726676075,90.27685994278418,2.769856821138805,102.10814458141454,0.5388712939030861,Low
2020-07-27,1496.6757680226883,93.6112968433973,8.268079545761665,89.92717022642658,1.4752010651842589,Low
2020-07-28,1539.4633217400738,101.87544948698549,5.726135234488009,84.72162029084146,1.2452011500303781,High
2020-07-29,1501.2526944422243,91.5112733555571,7.194591320073851,89.11830458708587,3.784318441892699,Medium
2020-07-30,1486.7667398040796,102.4244428847679,4.9729839006446515,,2.5005615988205463,High
2020-07-31,1501.6179136612773,92.26230135776676,6.559683421610392,92.4429625150453,2.645373733449694,High
2020-08-01,1498.3066602003476,92.26789407446685,8.288454458182306,91.79808933278687,1.0746651929968007,Medium
2020-08-02,1523.3882916394405,91.1806582958229,3.9388378966217106,100.75767037649823,2.427356868031427,Low
2020-08-03,1496.612598724835,95.93886167275137,5.029846968969618,109.32965645118614,1.841948473272758,High
2020-08-04,1474.4875977090317,87.5813747779744,5.101758290844046,60.952998259068394,3.4587523020210624,Low
2020-08-05,1508.5145926900113,85.73205303696038,8.443963714268971,89.33990873866432,1.390500700867997,Low
2020-08-06,1492.0373764234455,102.94825959941981,3.1316940247454914,86.71799708419802,3.477759540911749,Low
2020-08-07,1482.0710211596204,103.57876509147584,6.227152560109552,50.7879585198674,2.233162257259356,Low
2020-08-08,752.8758478803,86.5234132378385,2.4676077491898463,81.62535791285696,2.068046450649081,High
2020-08-09,1502.8133158050325,95.99395109922986,7.989514724379736,45.56404117923723,1.8541723293453216,Medium
2020-08-10,1501.2264322172966,95.79364319510363,5.632673433011889,54.79676699218717,3.787625843635607,Low
2020-08-11,1511.0410278505763,92.44861360835235,7.51588068927629,113.03704655345443,3.2026966285231233,Low
2020-08-12,747.2381093098767,96.3780964100922,7.766690810376553,49.53945452338748,4.721538925011244,Low
2020-08-13,1508.6160663470039,94.1623869145613,5.399769384729034,86.31330398774355,1.5184534322707972,Medium
2020-08-14,1494.7708721328736,94.7927002840911,6.274050898667388,65.87845567944589,0.46062779190903913,Low
2020-08-15,1523.2948530643594,100.10673646174467,6.391044480202373,84.425063258129,1.2056232796490278,Medium
2020-08-16,1506.683898877256,95.51920534668234,4.723365764561311,58.79788339619225,2.052620912726601,High
2020-08-17,1542.4854592995114,91.47316185610651,4.543867731118654,75.55035637421281,1.1931886991197227,Medium
2020-08-18,1497.945576129812,96.62912224177911,2.803317532847,109.38667465186084,0.6884310569083905,Low
2020-08-19,1515.3612702530313,97.81507994152251,4.187401923508464,70.0973582255485,2.5880269841402352,High
2020-08-20,1531.2089422649751,98.24622687998729,8.435298583818884,68.24247504007485,3.803901734700306,Medium
2020-08-21,1519.7575418759916,97.36613301953945,3.3890310398294012,,4.1957465265083815,Low
2020-08-22,1512.2819646880566,98.292055294856,6.837086360732727,48.03942753954522,2.3433184547726684,High
2020-08-23,1516.655842186386,91.20185567334516,1.9154322903964713,70.98776196704439,2.7597341213720035,High
2020-08-24,1520.5683489889843,93.92267826158594,4.7722815818536075,40.55202005025325,4.216220090217703,Medium
2020-08-25,1516.8794953798076,98.37412338508696,1.9088709234200194,80.27177161191615,2.1017161091188115,Low
2020-08-26,1511.15380164959,100.08737083209292,4.8305995366552885,107.83528633211435,4.370022609156856,Medium
2020-08-27,1526.7375441786355,93.68292257316457,,84.16584831581055,5.328724344394592,High
2020-08-28,1510.8674136183165,92.3066568703389,5.793063400387334,88.61801425648156,4.872523272542248,High
2020-08-29,1493.456159535235,99.31765310345716,5.605563699852163,42.44506970078131,2.6313755176068923,Low
2020-08-30,1554.9293282090807,89.44346359670679,7.084902558412488,108.76119840928601,3.292472098166855,High
2020-08-31,1531.9395324185916,85.18984391071997,5.583003415409429,70.80028422402069,4.011238529944349,Low
2020-09-01,1496.810297838775,94.42332004900885,7.981994136457513,117.98821444853654,2.083827322789949,Medium
2020-09-02,1510.8235586271226,88.46746309652681,6.981732298520493,49.6372295624208,4.446000024875501,High
2020-09-03,1505.0076051312594,92.56565518072685,2.4285956422560258,115.57375078281902,2.5438142252227873,High
2020-09-04,1507.1498734743607,90.82468300526632,3.3583123181426364,90.74327250690584,4.695918180027279,Low
2020-09-05,1535.1845048316086,100.54523777028245,1.6836141843815549,44.18722402324753,1.5873529483618436,Low
2020-09-06,1511.9592887050635,91.6281699879966,4.2029380110096515,117.7359262269385,0.3097347957473695,Medium
2020-09-07,1557.6823717015557,97.81351582778646,5.066753776386152,41.109845451621126,3.571614078854969,Low
2020-09-08,1484.8142764930917,98.47825193198642,8.121623741474465,98.4560134952793,2.6224178668389095,High
2020-09-09,1520.3608803952684,94.12908571104711,5.155872025972728,111.16239587104756,0.5640713643421914,Medium
2020-09-10,1495.1495200049314,86.62155871057823,6.967196293600629,54.06492433841259,2.809964853633647,Medium
2020-09-11,1529.1719691495423,99.00730172150811,3.376168088150308,67.46857525582467,1.1349916884629532,Medium
2020-09-12,1532.432029245077,86.50335829350735,2.572109060811822,84.89834724310882,3.5561831040755822,Low
2020-09-13,1542.342965610892,86.98425919401404,7.17585377678377,94.38474286759704,2.586489282635854,Low
2020-09-14,1500.7186825414142,88.91994737549777,3.2319760176221397,,1.1484049475009974,High
2020-09-15,1534.799924913374,90.60751595576316,7.599345823697744,100.88563767026447,2.4126794728634358,Medium
2020-09-16,1509.6330830020452,101.92903400642098,2.6889491298437416,69.06649150551502,1.471721242931711,Medium
2020-09-17,1529.9652529214295,98.49843554208994,7.461105787105749,105.73758494293347,3.6787580974828025,Medium
2020-09-18,1520.1736586895036,92.74425576833521,6.90993306052115,117.28613768696106,1.7995027137400843,High
2020-09-19,752.3503035238742,104.57254902321506,5.778544711984226,58.158894499330884,4.565591087769341,Low
2020-09-20,1545.431969438669,89.87205084566291,7.451544744758313,45.92764747635435,0.3243568288304395,Medium
2020-09-21,1526.8247169523079,97.19628774768509,3.8149708251772307,74.12957855535169,2.367944376847048,Low
2020-09-22,1550.1730727069266,101.94428217906164,2.662239019657714,110.51176831660408,3.4896723918368484,Low
2020-09-23,1552.6409461276912,101.0404515591357,2.5992847257311893,52.02332039033558,0.36869349335810553,Low
2020-09-24,1561.3410911570647,86.80615497131254,3.392512396709929,,1.383169988251287,Low
2020-09-25,1526.0462159946073,98.94548447349086,4.62358992526037,119.37704189889332,1.9689547875296645,Low
2020-09-26,1518.6853697589618,90.15727511105383,7.632160055568587,44.32017847065251,0.3646839115573073,High
2020-09-27,1562.3714483913475,92.11466956130934,2.1267495651041557,79.62050990843872,3.12012620046602,Low
2020-09-28,1541.52188813361,94.77983964622331,7.906694311043246,66.31083957706002,3.5620590426935355,Medium
2020-09-29,1567.5625697143353,100.81500332130787,7.978462972380604,71.49438839450488,1.4444918220184226,Medium
2020-09-30,1518.061441456942,88.32402885338095,,76.13078018770469,3.1032843184739867,Medium
